barcode,control symbol,title,series,series title,contents dates,contents start year,contents end year,access status,access decision reasons,access decision date
5109930,H31540PT2,"Robinson, Richard Ross - Department of Veterans' Affairs First World War Hospital Case File",BP807/1,"Hospital case files for First World War Veterans (deceased), single number series with ""H"" prefix",1976 - 1981,1976,1981,Closed,Closed period,2002-11-26 00:00:00
5111389,AC4 PART 2,Australian Aluminium Production Commission members - appointment etc,CP925/2,General correspondence of the Australian Aluminium Production Commission,1956 - 1961,1956,1961,Closed,Closed period,1982-10-22 00:00:00
5111391,AC4/1 PART 2,Ministers relations with Commission - Ministerial correspondence and reports to the Minister,CP925/2,General correspondence of the Australian Aluminium Production Commission,1956 - 1959,1956,1959,Closed,Closed period,1982-10-22 00:00:00
5111417,1945/35,"Additions to the Institute of Anatomy, Canberra. Minutes of Evidence and Report (2 copies of each)",A7696,Reports and minutes of evidence of the Parliamentary Standing Committee on Public Works,1945 - 1945,1945,1945,Closed,Parliament Class A,2015-07-30 00:00:00
5111428,1948/61,"Proposed erection of an Administrative Building for the Entomology and Plant Industry Divisions, Council for Scientific and Industrial Research at Canberra. Minutes of Evidence and Report. (2 copies of evidence and 1 of the report)",A7696,Reports and minutes of evidence of the Parliamentary Standing Committee on Public Works,1948 - 1948,1948,1948,Closed,Parliament Class A,2015-07-30 00:00:00
5111491,1961/28,"Proposed construction of a general laboratory building for the Commonwealth Serum Laboratories at Parkville, Victoria. Report and Minutes of Evidence (2 copies of each)",A7696,Reports and minutes of evidence of the Parliamentary Standing Committee on Public Works,1961 - 1961,1961,1961,Closed,Parliament Class A,2015-09-15 00:00:00
5142258,CL1156,Establishment of a Great Barrier Reef Marine Park,A5931,"Whitlam Ministries - Cabinet files,  single number series with  'CL' prefix",Oct 1975 - Oct 1975,1975,1975,Closed,Withheld pending adv,2015-02-23 00:00:00
5148363,124,Aperture cards in sequences: 2369/1C/0 Rompin Endau Project Malaysia to 2369/8C/28A Rompin Endau Project Malaysia; 2377/1C/3 Prestressed Pipe Plant China to 2377/1C/10 Prestressed Pipe Plant China; 2379/2C/0 Kedung Ombo Project Indonesia to 2379/Film86/24 Kedung Ombo Dam Irrigation Project Indonesia; 2381/1C/3 Metallurgic Advice to 2381/1C/6 Metallurgic Advice; 2384/1C/0 Lilongwe Water Supply Study Malawi to 2384/7C/15 Lilongwe Water Supply Malawi; 2386/1C/2 West Java Assistance Project Indonesia to 2386/4C/1A West Java Design Assistance Indonesia; 2387/1C/1 Harding Dam Construction Phase to 2387/3C/9A Harding Dam Project W.A.; 2391/1C/1 Fairfield Flood Mitigation Study to 2391/4C/9 Fairfield Flood Mitigation Study,A9641,Boxes of photographic printcards. Single number series,1983 - 1988,1983,1988,Closed,Closed period,2012-10-16 00:00:00
5171679,450/13/760,"[Discharges - Australian Imperial Force - Private E G Myers, Australian Army Women's Services - Discharge on medical grounds]",AWM61,Eastern Command registry files,1943 - 1944,1943,1944,Closed,33(1)(g),2001-06-26 00:00:00
5172564,1740,"[Official History, 1914-18 War: Records of Arthur G Butler:] Colonel A G Butler - Notes and Reports - Regimental Medical Officer (RMO) 9th Battalion - 6 September 1915 - 15 September 1915",AWM41,"Official History, 1914-18 War: Records of A.G.Butler, Historian of Australian Army Medical Services",1915 - 1915,1915,1915,Closed,33(1)(g),1991-09-26 00:00:00
5172565,1741,"[Official History, 1914-18 War: Records of Arthur G Butler:] Colonel A G Butler - Correspondence and Reports - Regimental Medical Officer (RMO) - 9th Battalion - 24 December 1914 - 28 March 1915",AWM41,"Official History, 1914-18 War: Records of A.G.Butler, Historian of Australian Army Medical Services",1914 - 1915,1914,1915,Closed,33(1)(g),1991-09-26 00:00:00
5172566,1742,"[Official History, 1914-18 War: Records of Arthur G Butler:] Colonel A G Butler - Notes and Memoranda - 6 October 1915 - 2 November 1915",AWM41,"Official History, 1914-18 War: Records of A.G.Butler, Historian of Australian Army Medical Services",1915 - 1915,1915,1915,Closed,33(1)(g),1991-09-26 00:00:00
5172710,558/1/84,[Miscellaneous - Letter from Mrs E J Whiteford re her daughter],AWM61,Eastern Command registry files,1944 - 1944,1944,1944,Closed,33(1)(g),2011-09-26 00:00:00
5176448,R459/1/1/2,"[Headquarters, 1st Australian Task Force (HQ 1 ATF):] Intelligence - General - Interpreters",AWM103,Headquarters 1st Australian Task Force (Nui Dat) records,1968 - 1972,1968,1972,Closed,Closed period,2002-07-08 00:00:00
5191759,566/005/019,[Australian War Memorial correspondence file:] Middle East diorama by Ken Gillham,AWM315,Australian War Memorial registry files - Second series,1982 - 1984,1982,1984,Closed,Closed period,2003-03-20 00:00:00
5191815,419/054/001 02,[Australian War Memorial registry files - Second series:] Historical Records: Account of Malayan Campaign compiled by Lieutenant Colonel C H Kappe,AWM315,Australian War Memorial registry files - Second series,1984 - 2002,1984,2002,Closed,Closed period,2003-07-02 00:00:00
5192076,406/1/1492,Ammunition - Storage of chemical warfare ammunition,AWM61,Eastern Command registry files,1942 - 1943,1942,1943,Closed,Withheld pending adv,2012-06-14 00:00:00
5193440,569/R4/145,Combat Operations - After Action Report - Operation South Ward,AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1971 - 1971,1971,1971,Closed,Closed period,2000-11-20 00:00:00
5193461,723/R5/91,"Combat After Action Reports - Operation ""Matilda""",AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1970 - 1970,1970,1970,Closed,Closed period,2000-11-21 00:00:00
5193467,723/R5/99,"7 RAR [Royal Australian Regiment] Combat After Action Report - ""Operation Elanora""",AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1970 - 1970,1970,1970,Closed,Closed period,2000-11-21 00:00:00
5193472,723/R5/122,[Combat Operatons] - After Action Report - Operation Hawker,AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1971 - 1971,1971,1971,Closed,Closed period,2000-11-21 00:00:00
5193482,1/9,Combat Operations - After Action Report - Operation Leopard,AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1970 - 1970,1970,1970,Closed,Closed period,2000-11-23 00:00:00
5193496,2/8,[FORS [Field Operations Research Section] 12] - FY71 CDTC-V Cross Fertilize Programme,AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1971 - 1971,1971,1971,Closed,Closed period,2000-11-23 00:00:00
5193501,2/13,[FORS [Field Operations Research Section] 30] Ground Illumination Signals XM191-192-193,AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1970 - 1970,1970,1970,Closed,Closed period,2000-11-23 00:00:00
5193502,2/20,[FORS [Field Operation Research Section] 50] [Weapons - Notes on some cluster Bomb Unit (CBU) and Air Delivered Mine Developments,AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1971 - 1971,1971,1971,Closed,Closed period,2000-11-23 00:00:00
5193503,2/19,[FORS [Field Operations Research Section] 49] Chronological Listing - Act IV Reports,AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1971 - 1971,1971,1971,Closed,Closed period,2000-11-23 00:00:00
5193504,2/18,[FORS [Field Operations Research Section] 48] [Singlepoint Small Arms Weapon Sight],AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1971 - 1971,1971,1971,Closed,Closed period,2000-11-23 00:00:00
5193506,2/16,[FORS [Field Operations Research Section] 38B]  [Ferro-Cement: Marine Applications],AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1970 - 1970,1970,1970,Closed,Closed period,2000-11-23 00:00:00
5193510,3/2,Australian Forces Vietnam Monthly Report,AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1971 - 1971,1971,1971,Closed,Closed period,2000-11-23 00:00:00
5193512,3/4,Retrospective Mortality study of Vietnam Veterans and Controls Revised Protocol,AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1980 - 1982,1980,1982,Closed,Closed period,2000-11-23 00:00:00
5193513,3/5,Report by Defence Science Mission on Visit to Vietnam,AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1970 - 1970,1970,1970,Closed,Closed period,2000-11-23 00:00:00
5193514,3/6,Australian Army Experience in Computer Assisted Intelligence Data Processing at Task Force Level in South Vietnam,AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1972 - 1972,1972,1972,Closed,Closed period,2000-11-23 00:00:00
5193515,3/7 PART 1,Australian Task Force - Standing Operating Procedures for Operations in Vietnam,AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1971 - 1971,1971,1971,Closed,Closed period,2000-11-23 00:00:00
5193516,3/7 PART 2,Australian Task Force - Standing Operating Procedures for Operations in Vietnam,AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1971 - 1971,1971,1971,Closed,Closed period,2000-11-23 00:00:00
5193518,3/9,After Action Report,AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1970 - 1970,1970,1970,Closed,Closed period,2000-11-23 00:00:00
5193523,3/14,Contact/Incident After Action Reports,AWM279,Records of the Operational Research Section - Scientific Adviser - Army,1970 - 1970,1970,1970,Closed,Closed period,2000-11-23 00:00:00
5194471,E/1/25/22,[Records of the Official Historian Peter Edwards - Source material for both volumes - Working notes - research material] - Research notes,AWM263,The Official History of Australia's Involvement in Southeast Asian Conflicts 1948-1975 - Crises and commitments - A nation at war - Records of Peter Edwards,1983 - 1997,1983,1997,Closed,Closed period,2003-03-27 00:00:00
5194610,276,[1 Psychological Operations Unit (1 Psy Ops) - unregistered item] - Example leaflet 042 - Victory,AWM304,Records of 1 Psychological Operations Unit (1 Psy Ops),1970 - 1970,1970,1970,Closed,,2006-01-31 00:00:00
5194761,5/28/2 PART 3,2/1 Chemical Warfare Laboratory - [Known as 2/1 Australian Mobile Anti Gas Laboratory until January 1943],AWM52,"2nd AIF (Australian Imperial Force) and CMF (Citizen Military Forces) unit war diaries, 1939-45 War",Apr 1943 - May 1943,1943,1943,Closed,Withheld pending adv,2012-06-08 00:00:00
5194763,5/28/2 PART 5,2/1 Chemical Warfare Laboratory - [Known as 2/1 Australian Mobile Anti Gas Laboratory until January 1943],AWM52,"2nd AIF (Australian Imperial Force) and CMF (Citizen Military Forces) unit war diaries, 1939-45 War",Sep 1943 - Oct 1943,1943,1943,Closed,Withheld pending adv,2012-06-08 00:00:00
5194764,5/28/2 PART 6,2/1 Chemical Warfare Laboratory - [Known as 2/1 Australian Mobile Anti Gas Laboratory until January 1943],AWM52,"2nd AIF (Australian Imperial Force) and CMF (Citizen Military Forces) unit war diaries, 1939-45 War",Nov 1943 - Dec 1943,1943,1943,Closed,Withheld pending adv,2012-06-08 00:00:00
