barcode,control symbol,title,series,series title,contents dates,contents start year,contents end year,access status,access decision reasons,access decision date
548429,3127/11/91 PART 5,Korea - Relations between North & South Korea - Including Re-Unification,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1970 - 1970,1970,1970,Closed,Withheld pending adv,2017-11-14 00:00:00
548431,3127/11/91 PART 6,Korea - Relations between North & South Korea - Including Re-Unification,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1970 - 1971,1970,1971,Closed,Withheld pending adv,2017-02-03 00:00:00
548518,3080/10/4/3 PART 1,Papua New Guinea - Australian Relations with Papua New Guinea - Role of the Department of Foreign Affairs - Aid to Papua New Guinea,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1973,1972,1973,Closed,Withheld pending adv,2017-02-06 00:00:00
548573,3080/12/3 PART 1,Papua New Guinea - Relations with Japan,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1971 - 1972,1971,1972,Closed,Withheld pending adv,2017-02-07 00:00:00
548580,3080/12/3 PART 9,Papua New Guinea - Relations with Japan,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1974 - 1974,1974,1974,Closed,Withheld pending adv,2017-01-25 00:00:00
548594,3080/12/4/1 PART 2,Papua New Guinea - Indonesia - PNG Border with West Irian,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1972,1972,1972,Closed,Withheld pending adv,2017-04-20 00:00:00
548596,3080/12/4/1 PART 3,Papua New Guinea - Indonesia - Papua New Guinea Border with West Irian,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1972,1972,1972,Closed,Withheld pending adv,2017-04-24 00:00:00
548598,3080/12/4/1 PART 4,Papua New Guinea - Indonesia - Papua New Guinea Border with West Irian,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1973,1972,1973,Closed,Withheld pending adv,2017-04-21 00:00:00
548599,3080/12/4/1 PART 5,Papua New Guinea - Indonesia - Papua New Guinea Border with West Irian,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1973,1972,1973,Closed,Withheld pending adv,2017-04-26 00:00:00
548600,3080/12/4/1 PART 6,Papua New Guinea - Indonesia - Papua New Guinea Border with West Irian,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1973 - 1973,1973,1973,Closed,Withheld pending adv,2017-04-26 00:00:00
548763,3107/40/91 PART 4,China - Relations with North Korea,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1966 - 1970,1966,1970,Closed,Withheld pending adv,2017-11-20 00:00:00
548764,3107/40/91 PART 5,China - Relations with North Korea,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1970 - 1970,1970,1970,Closed,Withheld pending adv,2017-02-10 00:00:00
548812,319/1/3 PART 10,Gilbert & Ellice Island Colony - Resettlement of Population Banabans Rabi,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1975 - 1975,1975,1975,Closed,Withheld pending adv,2017-05-08 00:00:00
548892,370/1/19 PART 8,New Zealand - Relations with Australia,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1968 - 1970,1968,1970,Closed,Withheld pending adv,2017-07-27 00:00:00
548902,370/1/22 PART 4,New Zealand - Relations with South East Asia,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1970 - 1974,1970,1974,Closed,Withheld pending adv,2017-08-09 00:00:00
549275,720/3/2 PART 3,Atomic Energy Development in Australia - Resources - including Lucas Heights and Jervis Bay,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1971 - 1971,1971,1971,Closed,Withheld pending adv,2017-04-03 00:00:00
549358,3016/4/1 PART 4,Cambodia - Economic - Financial - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1970 - 1971,1970,1971,Closed,Withheld pending adv,2017-03-23 00:00:00
549359,3016/4/1 PART 5,Cambodia - Economic - Financial - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1971 - 1971,1971,1971,Closed,Withheld pending adv,2017-03-24 00:00:00
549360,3016/4/1 PART 6,Cambodia - Economic - Financial - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1971 - 1973,1971,1973,Closed,Withheld pending adv,2017-03-23 00:00:00
549361,3016/4/1 PART 7,Cambodia - Economic - Financial - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1973 - 1974,1973,1974,Closed,Withheld pending adv,2017-03-23 00:00:00
549372,3016/7/2 PART 3,Cambodia - External - Economic,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1970 - 1971,1970,1971,Closed,Withheld pending adv,2017-03-23 00:00:00
549374,3016/7/2 PART 4,Cambodia - External - Economic,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1971 - 1971,1971,1971,Closed,Withheld pending adv,2017-03-23 00:00:00
549375,3016/7/2 PART 5,Cambodia - External - Economic,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1971 - 1972,1971,1972,Closed,Withheld pending adv,2017-03-30 00:00:00
549377,3016/7/2 PART 6,Cambodia - External - Economic,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1972,1972,1972,Closed,Withheld pending adv,2017-03-31 00:00:00
549379,3016/7/2 PART 8,Cambodia - External - Economic,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1973,1972,1973,Closed,Withheld pending adv,2017-03-30 00:00:00
549519,3016/11/161 PART 34,Cambodia - Relations with United States of America,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1973 - 1974,1973,1974,Closed,Withheld pending adv,2017-04-19 00:00:00
549520,3016/11/161 PART 35,Cambodia - Relations with United States of America,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1974 - 1974,1974,1974,Closed,Withheld pending adv,2017-04-27 00:00:00
549521,3016/11/161 PART 36,Cambodia - Relations with United States of America,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1974 - 1975,1974,1975,Closed,Withheld pending adv,2017-04-27 00:00:00
549522,3016/11/161 PART 37,Cambodia - Relations with United States of America,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1975 - 1975,1975,1975,Closed,Withheld pending adv,2017-04-11 00:00:00
549604,3018/9/5 PART 4,Laos - Relations with SEATO,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1962 - 1969,1962,1969,Closed,Withheld pending adv,2017-03-30 00:00:00
549639,3020/1/1 PART 3,North Vietnam - Internal - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1975,1972,1975,Closed,Withheld pending adv,2017-04-04 00:00:00
549824,3024/10/1 PART 9,Singapore - Relations with Australia,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1969 - 1971,1969,1971,Closed,Withheld pending adv,2017-11-27 00:00:00
549826,3024/10/1 PART 11,Singapore - Relations with Australia - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1971 - 1972,1971,1972,Closed,Withheld pending adv,2017-11-27 00:00:00
549827,3024/10/1 PART 12,Singapore - Relations with Australia - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1972,1972,1972,Closed,Withheld pending adv,2017-11-27 00:00:00
549828,3024/10/1 PART 13,Singapore - Relations with Australia - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1973,1972,1973,Closed,Withheld pending adv,2017-11-27 00:00:00
549833,3024/10/1 PART 18,Singapore - Relations with Australia - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1973 - 1973,1973,1973,Closed,Withheld pending adv,2017-11-30 00:00:00
549835,3024/10/1 PART 20,Singapore - Relations with Australia - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1974 - 1974,1974,1974,Closed,Withheld pending adv,2017-11-30 00:00:00
549836,3024/10/1 PART 21,Singapore - Relations with Australia - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1974 - 1974,1974,1974,Closed,Withheld pending adv,2017-12-01 00:00:00
549837,3024/10/1 PART 22,Singapore - Relations with Australia - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1974 - 1974,1974,1974,Closed,Withheld pending adv,2017-12-01 00:00:00
549838,3024/10/1 PART 23,Singapore - Relations with Australia - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1974 - 1974,1974,1974,Closed,Withheld pending adv,2017-12-05 00:00:00
549839,3024/10/1 PART 24,Singapore - Relations with Australia - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1974 - 1975,1974,1975,Closed,Withheld pending adv,2017-12-05 00:00:00
549841,3024/10/1 PART 26,Singapore - Relations with Australia - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1975 - 1975,1975,1975,Closed,Withheld pending adv,2017-12-01 00:00:00
549930,563/1/1 PART 8,Communism - Material Supplied by UKHC - Canberra,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1960 - 1966,1960,1966,Closed,Withheld pending adv,2017-04-03 00:00:00
550295,3034/2/1/1 PART 2,Indonesia - Regional - Political Developments,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1957 - 1959,1957,1959,Closed,Withheld pending adv,2017-11-24 00:00:00
550479,3034/10/2 PART 10,Indonesia - Relations with Australia - Commercial Relations,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1975 - 1975,1975,1975,Closed,Withheld pending adv,2017-03-20 00:00:00
550784,3036/10/1/2 PART 1,West Irian - Relations with Australia - Border Liaison & Agreement,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1969 - 1972,1969,1972,Closed,Withheld pending adv,2017-04-26 00:00:00
550787,3036/10/1/2 PART 2,West Irian - Relations with Australia - Border Liaison & Agreement,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1972,1972,1972,Closed,Withheld pending adv,2017-04-26 00:00:00
550791,3036/10/1/2 PART 3,West Irian - Relations with Australia - Border Liaison & Agreement,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1975,1972,1975,Closed,Withheld pending adv,2017-04-20 00:00:00
550794,3036/10/1/2 PART 4,West Irian - Relations with Australia - Border Liaison & Agreement,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1973,1972,1973,Closed,Withheld pending adv,2017-04-11 00:00:00
550796,3036/10/1/2 PART 5,West Irian - Relations with Australia - Border Liaison & Agreement,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1973 - 1973,1973,1973,Closed,Withheld pending adv,2017-04-19 00:00:00
550800,3036/10/1/2 PART 6,West Irian - Relations with Australia - Border Liaison & Agreement,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1973 - 1973,1973,1973,Closed,Withheld pending adv,2017-04-24 00:00:00
550815,3036/10/1/3 PART 2,West Irian - Relations with Australia - Border Liaison Reports,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1973,1972,1973,Closed,Withheld pending adv,2017-04-26 00:00:00
550864,3036/10/6/1 PART 2,West Irian - Relations with Australia - Political - Indonesian Attitude to PNG,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1972,1972,1972,Closed,Withheld pending adv,2017-04-19 00:00:00
550867,3036/10/6/1 PART 3,West Irian - Relations with Australia - Political - Indonesian Attitude to PNG,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1973,1972,1973,Closed,Withheld pending adv,2017-04-26 00:00:00
550944,3040/2/1 PART 25,Philippines - Political - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1973 - 1973,1973,1973,Closed,Withheld pending adv,2017-12-08 00:00:00
551201,3080/1/2/3 PART 1,Papua New Guinea - Political Situation - Papua - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1971 - 1973,1971,1973,Closed,Withheld pending adv,2017-04-18 00:00:00
551202,3080/1/2/3 PART 2,Papua New Guinea - Political Situation - Papua - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1973 - 1975,1973,1975,Closed,Withheld pending adv,2017-04-28 00:00:00
551207,3080/1/2/10 PART 1,Papua New Guinea - Political Situation - Highlands - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1971 - 1972,1971,1972,Closed,Withheld pending adv,2017-04-18 00:00:00
551210,3080/1/2/10 PART 2,Papua New Guinea - Political Situation - Highlands - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1974,1972,1974,Closed,Withheld pending adv,2017-04-28 00:00:00
551214,3080/1/2/10 PART 3,Papua New Guinea - Political Situation - Highlands - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1974 - 1975,1974,1975,Closed,Withheld pending adv,2017-04-28 00:00:00
551296,3080/4/4,Papua New Guinea - Defence & Security - Military Aid to Civil Power,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1972 - 1975,1972,1975,Closed,Withheld pending adv,2017-04-18 00:00:00
551541,736/2/9 PART 4,Australia - Bauxite Mining,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1974 - 1974,1974,1974,Closed,Withheld pending adv,2017-06-08 00:00:00
551791,750/1 PART 2,Cambodia - Economic Relations with Australia,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1967 - 1971,1967,1971,Closed,Withheld pending adv,2017-03-31 00:00:00
551795,750/1 PART 3,Cambodia - Economic Relations with Australia,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1971 - 1972,1971,1972,Closed,Withheld pending adv,2017-03-24 00:00:00
551801,750/2 PART 5,Cambodia - Reports on Economic Development,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1969 - 1970,1969,1970,Closed,Withheld pending adv,2017-03-27 00:00:00
551804,750/2 PART 6,Cambodia - Reports on Economic Development,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1970 - 1970,1970,1970,Closed,Withheld pending adv,2017-03-30 00:00:00
551914,752/3/3,Indonesia - Economic Relations with Czechoslovakia,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1955 - 1972,1955,1972,Closed,Withheld pending adv,2017-11-24 00:00:00
551922,752/3/38 PART 1,Indonesia - Economic Relations with Cambodia,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1968 - 1972,1968,1972,Closed,Withheld pending adv,2017-03-31 00:00:00
552110,160/2/1 PART 12,Ceylon - Political - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1964 - 1966,1964,1966,Closed,Withheld pending adv,2017-03-21 00:00:00
552116,759/3/50 PART 2,Japan - Economic Relations with Papua New Guinea,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1966 - 1971,1966,1971,Closed,Withheld pending adv,2017-01-20 00:00:00
552117,759/3/50 PART 3,Japan - Economic Relations with Papua New Guinea,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1971 - 1971,1971,1971,Closed,Withheld pending adv,2017-01-19 00:00:00
552119,759/3/50 PART 4,Japan - Economic Relations with Papua New Guinea,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1971 - 1972,1971,1972,Closed,Withheld pending adv,2017-02-06 00:00:00
552123,759/3/50 PART 7,Japan - Economic Relations with Papua New Guinea,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1973 - 1974,1973,1974,Closed,Withheld pending adv,2017-03-08 00:00:00
552275,766/4 PART 7,China - Commercial Trade Policies,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1971 - 1973,1971,1973,Closed,Withheld pending adv,2017-04-28 00:00:00
552286,767/2 PART 2,North Korea - Reports on Economic Developments,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1966 - 1975,1966,1975,Closed,Withheld pending adv,2017-12-11 00:00:00
552307,189/11/87 PART 5,Pakistan - Relations with China,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1964 - 1965,1964,1965,Closed,Withheld pending adv,2017-12-07 00:00:00
552789,67/1/1/4 PART 2,United Kingdom - Foreign Policy - Political Relations with the Six,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1973 - 1974,1973,1974,Closed,Withheld pending adv,2017-03-15 00:00:00
552844,67/1/1/4 PART 4,United Kingdom - Foreign Policy - Political Relations with the Six,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1974 - 1974,1974,1974,Closed,Withheld pending adv,2017-04-20 00:00:00
553483,195/2/1 PART 1,Persian Gulf States - Political General Federation of Arab Emirates of the Gulf,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1969 - 1972,1969,1972,Closed,Withheld pending adv,2017-12-19 00:00:00
554334,205/2/1 PART 11,Syria - Political - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1970 - 1971,1970,1971,Closed,Withheld pending adv,2017-03-27 00:00:00
554338,205/2/1 PART 12,Syria - Political - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1971 - 1975,1971,1975,Closed,Withheld pending adv,2017-04-04 00:00:00
554402,722/2/2 PART 6,Soviet Economic Activities - United Kingdom Report,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1962 - 1963,1962,1963,Closed,Withheld pending adv,2017-01-17 00:00:00
554819,229/9/1 PART 5,Canada - Relations with Australia,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1969 - 1972,1969,1972,Closed,Withheld pending adv,2017-08-09 00:00:00
554848,742/2/3 PART 2,India - Food And Agriculture,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1965 - 1966,1965,1966,Closed,Withheld pending adv,2017-05-10 00:00:00
555066,815/1 PART 1,Sino Soviet Bloc - Economic Relations with Australia,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1954 - 1965,1954,1965,Closed,Withheld pending adv,2017-03-31 00:00:00
555423,277/2/12/2,Australian Pacific Interests - Bilateral talks France,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1968 - 1969,1968,1969,Closed,Withheld pending adv,2017-04-05 00:00:00
556178,820/3/9,Poland - Economic relations with North Korea,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1960 - 1971,1960,1971,Closed,Withheld pending adv,2017-11-14 00:00:00
556424,3100/5/17 PART 2,Special Regional Developments - ASEAN Political,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1974 - 1975,1974,1975,Closed,Withheld pending adv,2017-03-31 00:00:00
557802,3016/7/2 PART 2,Cambodia - External - Economic,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1967 - 1970,1967,1970,Closed,Withheld pending adv,2017-03-27 00:00:00
562903,48/1/3/2,Poland - Representations in Australia concerning Poland,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1948 - 1969,1948,1969,Closed,Withheld pending adv,2017-04-04 00:00:00
564544,742/2/3 PART 7,India - Food and agriculture,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1967 - 1967,1967,1967,Closed,Withheld pending adv,2017-05-03 00:00:00
567240,160/2/2/2 PART 1,Ceylon - Political parties - Communist party,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1948 - 1964,1948,1964,Closed,Withheld pending adv,2017-03-22 00:00:00
573547,936/6/6 PART 1,Papua New Guinea - Relations with West Irian - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1970 - 1971,1970,1971,Closed,Withheld pending adv,2017-04-10 00:00:00
581513,69/1/4/35 PART 2,USSR - Relations with East & South East Asia,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1960 - 1967,1960,1967,Closed,Withheld pending adv,2017-03-15 00:00:00
581802,160/2/1 PART 13,Ceylon - Political - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1966 - 1967,1966,1967,Closed,Withheld pending adv,2017-04-03 00:00:00
581804,160/2/1 PART 14,Ceylon - Political - General,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1968 - 1969,1968,1969,Closed,Withheld pending adv,2017-03-21 00:00:00
582598,815/3/1,USSR - Economic Relations with North Korea,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1956 - 1971,1956,1971,Closed,Withheld pending adv,2017-09-12 00:00:00
583593,722/2/2 PART 5,Soviet Economic Activity - United Kingdom Reports,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1961 - 1962,1961,1962,Closed,Withheld pending adv,2017-01-24 00:00:00
583595,722/2/2 PART 7,Soviet Economic Activity - United Kingdom Reports,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1963 - 1965,1963,1965,Closed,Withheld pending adv,2017-01-31 00:00:00
583597,722/2/2 PART 8,Soviet Economic Activity - United Kingdom Reports,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1965 - 1967,1965,1967,Closed,Withheld pending adv,2017-01-31 00:00:00
583689,724/4/1/3 PART 1,Development Assistance Committee - Indonesia,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1963 - 1963,1963,1963,Closed,Withheld pending adv,2017-10-17 00:00:00
584020,160/2/1/1 PART 1,Sri Lanka - Political - Political Savingrams,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1971 - 1972,1971,1972,Closed,Withheld pending adv,2017-03-21 00:00:00
584353,742/2/3 PART 5,India - Food and Agriculture,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1966 - 1967,1966,1967,Closed,Withheld pending adv,2017-05-10 00:00:00
587251,3125/2/1 PART 3,North Korea - Political,A1838,"Correspondence files, multiple number series [Main correspondence files series of the agency]",1951 - 1954,1951,1954,Closed,Withheld pending adv,2017-11-03 00:00:00
