barcode,series,control symbol,title,contents dates,contents start year,contents end year,original access status,original access decision reasons,original access decision date,current access status,current access decision reasons,current access decision date,days closed,years closed,url
31014884,A3092,221/11/9 PART 4C,Indonesia,17 Jun 1963 - 28 Aug 1963,1963,1963,Closed,Withheld pending adv,2012-03-06 00:00:00,Open with exception,33(1)(a),2017-02-10 00:00:00,1802,4 years 341 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014884
31014929,A3092,221/11/11/2 PART 1C,Malaysia,02 Jan 1964 - 15 Jan 1964,1964,1964,Closed,Withheld pending adv,2012-04-18 00:00:00,Open with exception,33(1)(a),2017-03-09 00:00:00,1786,4 years 325 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014929
31014947,A3092,221/11/11/2 PART 8B,Malaysia,12 Mar 1964 - 15 Apr 1964,1964,1964,Closed,Withheld pending adv,2015-08-18 00:00:00,Open with exception,33(1)(a),2017-06-29 00:00:00,681,1 years 316 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014947
31015028,A3092,221/12/3/4 PART 4,Formosa - defence,01 Nov 1958 - 18 Dec 1958,1958,1958,Closed,Withheld pending adv,2012-07-24 00:00:00,Open with exception,33(1)(a),2017-07-04 00:00:00,1806,4 years 345 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31015028
3111036,A452,1966/69,Outlook for islands of the Pacific - (JIC [Joint Intelligence Committee] papers) [1cm],1963 - 1966,1963,1966,Closed,Withheld pending adv,2014-05-20 00:00:00,Open,,2017-06-23 00:00:00,1130,3 years 34 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=3111036
32438229,A10008,229/3/3/3 PART 4,Sino-Indian relations,14 Dec 1962 - 13 Jun 1963,1962,1963,Closed,Withheld pending adv,2015-12-07 00:00:00,Open,,2017-01-16 00:00:00,406,1 years 41 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=32438229
30988729,A7326,BJ550/17/2 Part 1,Peking China - Dy Family - request for residence,25 May 1977 - 10 Nov 1977,1977,1977,Closed,Withheld pending adv,2012-07-17 00:00:00,Open with exception,33(1)(a),2017-02-06 00:00:00,1665,4 years 204 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=30988729
30988752,A7326,BJ821/1/11 Part 5,Australia/China -Taiwan,28 Apr 1981 - 17 Jul 1984,1981,1984,Closed,Withheld pending adv,2015-09-11 00:00:00,Open with exception,Withheld pending adv,2017-06-29 00:00:00,657,1 years 292 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=30988752
31014520,A3092,221/1/4/1 PART 2,SEATO - defence of South East Asia,27 Jun 1962 - 12 Nov 1963,1962,1963,Closed,Withheld pending adv,2013-04-02 00:00:00,Open,,2017-06-21 00:00:00,1541,4 years 80 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014520
31014524,A3092,221/1/4/1/1A PART 1,SEATO Council,13 Jan 1961 - 29 Dec 1961,1961,1961,Closed,Withheld pending adv,2012-04-16 00:00:00,Open,,2017-01-25 00:00:00,1745,4 years 284 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014524
31014690,A3092,221/11/7/2 PART 1B,Indian border dispute with Communist China,19 Mar 1962 - 31 Oct 1962,1962,1962,Closed,Withheld pending adv,2012-05-04 00:00:00,Open with exception,33(1)(a),2017-01-11 00:00:00,1713,4 years 252 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014690
31014691,A3092,221/11/7/2 PART 1C,Indian border dispute with Communist China,03 Jan 1962 - 23 Oct 1964,1962,1964,Closed,Withheld pending adv,2012-05-01 00:00:00,Open with exception,33(1)(a),2017-01-24 00:00:00,1729,4 years 268 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014691
31014692,A3092,221/11/7/2 PART 2A,Indian border dispute with Communist China,06 Jan 1960 - 16 Dec 1961,1960,1961,Closed,Withheld pending adv,2012-03-07 00:00:00,Open with exception,33(1)(a),2017-01-19 00:00:00,1779,4 years 318 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014692
31014693,A3092,221/11/7/2 PART 2B,Indian border dispute with Communist China,01 Nov 1962 - 30 Nov 1962,1962,1962,Closed,Withheld pending adv,2012-03-14 00:00:00,Open with exception,33(1)(a),2017-02-09 00:00:00,1793,4 years 332 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014693
31014694,A3092,221/11/7/2 PART 3,Indian border dispute with Communist China,16 Nov 1962 - 24 Dec 1962,1962,1962,Closed,Withheld pending adv,2012-03-07 00:00:00,Open with exception,33(1)(a),2017-01-10 00:00:00,1770,4 years 309 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014694
31014862,A3092,221/11/9 PART 1AA,Indonesia,01 Jan 1965 - 30 Jan 1965,1965,1965,Closed,Withheld pending adv,2012-03-09 00:00:00,Open with exception,33(1)(a),2017-02-07 00:00:00,1796,4 years 335 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014862
31517346,A14039,7158,Cabinet Memorandum 7158 - Reference copy of The threat to Australia's security resulting from the Australia-USSR Fisheries Agreement - Decision 13905/SEC,21 Jun 1990 - 10 Jul 1990,1990,1990,Closed,Withheld pending adv,2016-07-14 00:00:00,Open with exception,33(1)(a),2017-04-13 00:00:00,273,0 years 273 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31517346
31723731,A11116,CA355 PART 1,Australia/Papua New Guinea relations,29 May 1987 - 24 Jul 1990,1987,1990,Closed,Withheld pending adv,2014-01-30 00:00:00,Open with exception,33(1)(a),2017-05-19 00:00:00,1205,3 years 109 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31723731
31723864,A11116,CA4735 PART 1,SCIS [Secretaries Committee on Intelligence and Security] Working Group on the Gulf Crisis,25 Jun 1991 - 02 Jul 1991,1991,1991,Closed,Withheld pending adv,2016-07-15 00:00:00,Open with exception,33(1)(a),2017-06-02 00:00:00,322,0 years 322 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31723864
31170615,A432,89/11871-1,G Slater - Publication Of Material Concerning Australian Secret Intelligence Service (Asis),22 Jul 1989 - 03 Jun 1990,1989,1990,Closed,Withheld pending adv,2015-01-28 00:00:00,Not yet examined,,2017-11-08 00:00:00,1015,2 years 285 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31170615
3117962,A452,1969/25,"Recent border crossings and intelligence reports - Amanab Area, Papua New Guinea, 1969 [0.5cm]",1969 - 1970,1969,1970,Closed,Withheld pending adv,2016-11-25 00:00:00,Open,,2017-05-12 00:00:00,168,0 years 168 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=3117962
3123725,A452,1972/2593,Law of the Sea - Seabed boundaries with Indonesia,1972 - 1972,1972,1972,Closed,33(1)(c) | 33(1)(a) | Withheld pending adv,2016-05-19 00:00:00,Open with exception,33(1)(a),2017-11-09 00:00:00,539,1 years 174 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=3123725
31720377,A11116,CA2232 Part 1,Portfolio Report-Foreign Affairs,14 Mar 1986 - 31 Jul 1986,1986,1986,Closed,Withheld pending adv,2014-01-28 00:00:00,Open with exception,33(1)(a),2017-05-03 00:00:00,1191,3 years 95 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31720377
31723707,A11116,CA67 PART 1,Australia/Indonesia relations,11 Mar 1983 - 01 Jun 1989,1983,1989,Closed,Withheld pending adv,2014-01-30 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-05-24 00:00:00,1210,3 years 114 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31723707
31014871,A3092,221/11/9 PART 2A,Indonesia,01 Feb 1965 - 28 Feb 1965,1965,1965,Closed,Withheld pending adv,2012-03-14 00:00:00,Open with exception,33(1)(a),2017-02-23 00:00:00,1807,4 years 346 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014871
31014879,A3092,221/11/9 PART 3B,Indonesia,26 Sep 1962 - 20 Dec 1962,1962,1962,Closed,Withheld pending adv,2012-05-01 00:00:00,Open with exception,33(1)(a),2017-02-08 00:00:00,1744,4 years 283 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014879
31014882,A3092,221/11/9 PART 3E,Indonesia,01 Mar 1965 - 25 Mar 1965,1965,1965,Closed,Withheld pending adv,2012-02-28 00:00:00,Open with exception,33(1)(a),2017-02-28 00:00:00,1827,5 years 1 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014882
31014903,A3092,221/11/9 PART 9B,Indonesia,27 Oct 1964 - 18 Dec 1964,1964,1964,Closed,Withheld pending adv,2015-01-21 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-05-17 00:00:00,847,2 years 117 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014903
31014909,A3092,221/11/9 PART 20,Indonesia,01 Sep 1960 - 13 Oct 1960,1960,1960,Closed,Withheld pending adv,2012-03-14 00:00:00,Open with exception,33(1)(a),2017-01-24 00:00:00,1777,4 years 316 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014909
31014987,A3092,221/11/18,Portuguese Timor,19 Dec 1958 - 19 Dec 1962,1958,1962,Closed,Withheld pending adv,2014-01-06 00:00:00,Open with exception,33(1)(a),2017-05-17 00:00:00,1227,3 years 131 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014987
31014995,A3092,221/12/2/1 PART 2AA,China - general,22 Feb 1966 - 17 May 1966,1966,1966,Closed,Withheld pending adv,2015-12-14 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-05-24 00:00:00,527,1 years 162 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014995
31014998,A3092,221/12/2/1 PART 2C,China - general,27 Jul 1964 - 31 Dec 1964,1964,1964,Closed,Withheld pending adv,2015-12-09 00:00:00,Open with exception,33(1)(a),2017-10-27 00:00:00,688,1 years 323 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31014998
31015027,A3092,221/12/3/4 PART 3,Formosa - defence,01 Oct 1958 - 31 Oct 1958,1958,1958,Closed,Withheld pending adv,2012-07-25 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-07-04 00:00:00,1805,4 years 344 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31015027
3108564,A5882,CO862,Continental shelf - Common boundary Indonesia/Australia (Including the Territory of Papua /New Guinea) [3.5cm],Feb 1970 - Oct 1972,1970,1972,Closed,Closed period | 33(1)(c) | 33(1)(a) | Withheld pending adv,2016-05-03 00:00:00,Open with exception,33(1)(a),2017-11-28 00:00:00,574,1 years 209 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=3108564
31874219,M3357,RJC85/109,Industry Review - notes of meetings 1986,1986 - 1986,1986,1986,Closed,Withheld pending adv,2015-04-21 00:00:00,Open with exception,33(1)(a),2017-01-10 00:00:00,630,1 years 265 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31874219
31874565,M3357,RJC/53/1 PT 1,Indonesia,1982 - 1986,1982,1986,Closed,Withheld pending adv,2015-04-01 00:00:00,Open with exception,33(1)(a),2017-04-11 00:00:00,741,2 years 11 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31874565
31874754,M3357,COOKSEY PAPERS 4,Technology transfers : case histories,1986 - 1986,1986,1986,Closed,Withheld pending adv,2015-04-29 00:00:00,Open with exception,33(1)(a) | 33(1)(h),2017-03-22 00:00:00,693,1 years 328 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31874754
31876245,M3357,RJC/419/1,Defence Facilities Review official draft report,1988 - 1988,1988,1988,Closed,Withheld pending adv,2015-03-20 00:00:00,Open with exception,33(1)(a),2017-01-12 00:00:00,664,1 years 299 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31876245
31732684,A10008,IS226/3/7,Afghanistan's Relations with USSR,17 Sep 1964 - 17 Dec 1982,1964,1982,Closed,Withheld pending adv,2017-01-04 00:00:00,Open,,2017-11-08 00:00:00,308,0 years 308 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31732684
31758856,A9413,AA3/7 PART 3,Reports to DAFI [Directorate of Air Force Intelligence] and DJIO - Weekly summary of air operations,01 Jan 1971 - 31 May 1971,1971,1971,Closed,Withheld pending adv,2014-07-24 00:00:00,Open,,2017-04-04 00:00:00,985,2 years 255 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31758856
31874573,M3357,RJC/66/1,Brunei - DCP,1985 - 1985,1985,1985,Closed,Withheld pending adv,2015-04-01 00:00:00,Open with exception,33(1)(a),2017-07-11 00:00:00,832,2 years 102 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31874573
31170730,A432,98/44208-1,Draft Cabinet Memorandum - Threat To Australia's Security Resulting From Australia - Ussr Fisheries Agreement Secretaries Committee on Intelligence and Security (Scis) Meeting 10 July 1990,05 Mar 1990 - 07 Jun 1990,1990,1990,Closed,Withheld pending adv,2016-07-14 00:00:00,Open with exception,33(1)(a) | 33(1)(d),2017-04-19 00:00:00,279,0 years 279 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31170730
31172777,A11116,CA880 PART 3,Nuclear Safeguards Policy,06 Sep 1983 - 23 Nov 1984,1983,1984,Closed,Withheld pending adv,2014-05-07 00:00:00,Open with exception,Withheld pending adv,2017-06-21 00:00:00,1141,3 years 45 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31172777
3120370,A452,1969/4813,Security query - Mr J Churven - Applicant for employment in Papua/New Guinea Administration [10 pages],1969 - 1969,1969,1969,Closed,Withheld pending adv,2016-11-25 00:00:00,Open with exception,33(1)(a) | 33(1)(d),2017-05-23 00:00:00,179,0 years 179 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=3120370
3122190,A452,1970/4441,Communications with ASIO [Australian Security Intelligence Organisation] and on ASIO [Australian Security Intelligence Organisation] matters [6 pages],1970 - 1970,1970,1970,Closed,Withheld pending adv,2016-11-25 00:00:00,Open,Withheld pending adv,2017-06-15 00:00:00,202,0 years 202 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=3122190
3122826,A452,1971/696,"Recent border crossing and intelligence reports, 1971 - Kiunga Area, Papua New Guinea [1cm]",1971 - 1972,1971,1972,Closed,Withheld pending adv,2016-11-25 00:00:00,Open,,2017-05-12 00:00:00,168,0 years 168 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=3122826
3122834,A452,1971/811,Education and training in security needs - Precautions and procedures - Papua New Guinea [0.5cm],1968 - 1972,1968,1972,Closed,Withheld pending adv,2016-11-25 00:00:00,Open with exception,Withheld pending adv,2017-11-07 00:00:00,347,0 years 347 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=3122834
3123251,A452,1971/4041,"Relations with Japan, Papua New Guinea and Australia - Inter-Departmental committee [1.5cms]",1971 - 1971,1971,1971,Closed,Withheld pending adv,2016-07-08 00:00:00,Open,,2017-02-24 00:00:00,231,0 years 231 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=3123251
3123431,A452,1972/139,Future Department of Defence organisation in Papua New Guinea (Study 12) [3cms],1971 - 1972,1971,1972,Closed,Withheld pending adv,2011-08-03 00:00:00,Open,,2017-06-22 00:00:00,2150,5 years 324 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=3123431
3123484,A452,1972/448,Measures to increase Papua New Guinea responsibilities in Defence matters (Study 10) [4cms],1971 - 1973,1971,1973,Closed,Withheld pending adv,2011-08-04 00:00:00,Open,,2017-03-07 00:00:00,2042,5 years 216 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=3123484
3124204,A452,1972/3512,[portion of title exempt] / National Intelligence Committee talks - 1972 [0.25cm],1972 - 1972,1972,1972,Closed,Withheld pending adv,2013-11-04 00:00:00,Open with exception,33(1)(a),2017-02-20 00:00:00,1204,3 years 108 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=3124204
31406104,A13977,530,Cabinet Submission 530 - Review of Offshore Constitutional Settlement (OCS) - Decisions 2551/LA and 2598,12 Nov 1983 - 07 Dec 1983,1983,1983,Closed,Withheld pending adv,2016-10-25 00:00:00,Open with exception,33(1)(c) | 33(2)(a) | 33(2)(b),2017-03-08 00:00:00,134,0 years 134 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31406104
31700638,A9853,530/2/2 PART 1,Disposal of records,28 Aug 1974 - 01 Dec 1987,1974,1987,Closed,Withheld pending adv,2016-12-07 00:00:00,Open with exception,33(1)(a),2017-11-07 00:00:00,335,0 years 335 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31700638
31723729,A11116,CA308 PART 1,Review of the Anzus Treaty,24 Mar 1983 - 28 Mar 1985,1983,1985,Closed,Withheld pending adv,2014-01-21 00:00:00,Open with exception,33(1)(a),2017-05-18 00:00:00,1213,3 years 117 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31723729
31723930,A11116,CA2605 PART 1,Australian Defence Initiatives in the South Pacific,05 Jan 1987 - 19 Feb 1987,1987,1987,Closed,Withheld pending adv,2014-02-24 00:00:00,Open with exception,33(1)(a),2017-05-26 00:00:00,1187,3 years 91 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31723930
31724847,A11099,1/242,P J Lawler,24 Aug 1966 - 27 Sep 1966,1966,1966,Closed,Withheld pending adv,2014-03-12 00:00:00,Open,,2017-01-20 00:00:00,1045,2 years 315 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31724847
31724849,A11099,1/244,P J Lawler,11 Oct 1966 - 27 Oct 1966,1966,1966,Closed,Withheld pending adv,2014-01-08 00:00:00,Not yet examined,,2017-08-01 00:00:00,1301,3 years 205 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31724849
31874183,M3357,RJC/45/5,Evaluation - draft chapter 5,1985 - 1986,1985,1986,Closed,Withheld pending adv,2015-04-30 00:00:00,Open with exception,33(1)(a),2017-03-22 00:00:00,692,1 years 327 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31874183
31874187,M3357,RJC/45/2 PART 2,ASEAN chapter 2nd draft,1985 - 1985,1985,1985,Closed,Withheld pending adv,2015-04-29 00:00:00,Open with exception,33(1)(a),2017-03-06 00:00:00,677,1 years 312 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31874187
32758601,A452,1972/0533,Papua New Guinea border crossings and intelligence reports - Kiunga area 1972,1972 - 1973,1972,1973,Closed,Withheld pending adv,2016-11-25 00:00:00,Open,,2017-05-03 00:00:00,159,0 years 159 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=32758601
31874543,M3357,RJC/78/9,Chapter 9: (draft copy) summary and conclusion,1986 - 1986,1986,1986,Closed,Withheld pending adv,2015-04-01 00:00:00,Open with exception,33(1)(a),2017-02-16 00:00:00,687,1 years 322 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31874543
31874569,M3357,RJC/58/1,Philippines - DCP,1985 - 1985,1985,1985,Closed,Withheld pending adv,2015-04-01 00:00:00,Open with exception,33(1)(a) | 33(1)(b),2017-09-07 00:00:00,890,2 years 160 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=31874569
3336980,A1838,1490/17/8 PART 1,Legal aspects of Papua New Guinea Independence - Papua New Guinea Bouganville,1975 - 1975,1975,1975,Closed,Withheld pending adv,2016-04-27 00:00:00,Open with exception,33(1)(a) | 33(1)(d),2017-10-18 00:00:00,539,1 years 174 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=3336980
3338467,A1838,1558/1/44 PART 2,International Court of Justice - Advisory opinions French Nuclear tests Australia vs France,1972 - 1973,1972,1973,Closed,Withheld pending adv,2016-05-16 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-05-17 00:00:00,366,1 years 1 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=3338467
4227207,A10463,821/1/1 PART 8,Jakarta - Relations with Australia - General,1976 - 1978,1976,1978,Closed,Withheld pending adv,2016-06-07 00:00:00,Open with exception,33(1)(a),2017-02-21 00:00:00,259,0 years 259 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=4227207
3352307,A1838,1500/1/3/53,Diplomatic representatives in Australia - USSR [Union of Soviet Socialist Republics] - Pravda correspondent,1962 - 1982,1962,1982,Closed,Withheld pending adv,2014-10-28 00:00:00,Open with exception,33(1)(a) | 33(1)(d),2017-02-01 00:00:00,827,2 years 97 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=3352307
4679423,A1945,24/1/22,Item of mutual interest,1965 - 1965,1965,1965,Closed,Withheld pending adv,2015-04-02 00:00:00,Open,,2017-02-27 00:00:00,697,1 years 332 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=4679423
