barcode,series,control symbol,title,contents dates,contents start year,contents end year,original access status,original access decision reasons,original access decision date,current access status,current access decision reasons,current access decision date,days closed,years closed,url
1505639,A1838,3027/11/87 PART 13,Malaysia - Relations with China,1977 - 1980,1977,1980,Closed,Withheld pending adv,2015-02-03 00:00:00,Open with exception,33(1)(a),2017-10-12 00:00:00,982,2 years 252 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1505639
1505720,A1838,3038/2/1 PART 27,Portuguese Timor - Political and General,1983 - 1983,1983,1983,Closed,Withheld pending adv,2016-04-18 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-02-16 00:00:00,304,0 years 304 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1505720
1505733,A1838,3038/2/9/1 PART 6,East Timor - Political prisoners - Human rights,1986 - 1987,1986,1987,Closed,Withheld pending adv,2015-08-10 00:00:00,Open with exception,33(1)(a),2017-10-11 00:00:00,793,2 years 63 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1505733
1759052,A1838,915/20 PART 4,United Nations - Asian - Political - Indian Ocean Committee,1980 - 1981,1980,1981,Closed,Withheld pending adv,2016-04-19 00:00:00,Open,,2017-05-12 00:00:00,388,1 years 23 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1759052
1759872,A1838,697/8/8 PART 1,"Defence policy - Indian Ocean - Indonesia - Interests, policies and activities",1972 - 1978,1972,1978,Closed,Withheld pending adv,2016-04-18 00:00:00,Open with exception,33(1)(a),2017-02-07 00:00:00,295,0 years 295 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1759872
1759937,A1838,698/6/2,Hong Kong - British reports,1967 - 1969,1967,1969,Closed,Withheld pending adv,2012-01-24 00:00:00,Open,,2017-10-30 00:00:00,2106,5 years 280 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1759937
1760426,A1838,1690/3/4 PART 4,Australian refugee policy - Relations with other countries - Iran,1983 - 1983,1983,1983,Closed,Withheld pending adv,2014-04-11 00:00:00,Open with exception,33(1)(a) | 33(1)(d),2017-10-11 00:00:00,1279,3 years 183 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1760426
1761043,A1838,720/4/9 PART 27,Australian atomic energy - Non proliferation aspects of uranium enrichment,1980 - 1980,1980,1980,Closed,Withheld pending adv,2014-02-05 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-10-26 00:00:00,1359,3 years 263 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1761043
1505801,A1838,3038/9/1 PART 13,Portuguese Timor - Relations with UN,1980 - 1981,1980,1981,Closed,Withheld pending adv,2011-10-18 00:00:00,Open,,2017-10-16 00:00:00,2190,5 years 364 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1505801
1505950,A1838,3038/11/64 PART 13,East Timor - Relations with Portugal,1986 - 1987,1986,1987,Closed,Withheld pending adv,2016-04-19 00:00:00,Open with exception,33(1)(a),2017-02-06 00:00:00,293,0 years 293 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1505950
1506015,A1838,3038/10/15 PART 14,Portuguese Timor - Australian aid,1979 - 1979,1979,1979,Closed,Withheld pending adv,2015-01-21 00:00:00,Open with exception,33(1)(a),2017-10-27 00:00:00,1010,2 years 280 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1506015
1510518,A1838,519/3/1/8 PART 2,Formosa - Correspondence to the Minister,1976 - 1977,1976,1977,Closed,Withheld pending adv,2016-04-19 00:00:00,Open,,2017-02-23 00:00:00,310,0 years 310 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1510518
1510703,A1838,3107/40/51 PART 1,China - Relations with United Kingdom,1945 - 1948,1945,1948,Closed,Withheld pending adv,2011-12-15 00:00:00,Open,,2017-06-27 00:00:00,2021,5 years 195 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1510703
1511132,A1838,3107/40/87 PART 29,China - Relations with Japan,1978 - 1978,1978,1978,Closed,Withheld pending adv,2016-04-19 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-02-21 00:00:00,308,0 years 308 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1511132
1511256,A1838,3107/16/6 PART 12,China - Fifth five year plan,1980 - 1980,1980,1980,Closed,Withheld pending adv,2016-04-19 00:00:00,Open with exception,33(1)(a),2017-02-15 00:00:00,302,0 years 302 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1511256
1511632,A1838,3107/40/147 PART 5,China - Foreign policy - Relations with India,1959 - 1959,1959,1959,Closed,Withheld pending adv,2011-09-08 00:00:00,Open with exception,33(1)(a),2017-01-11 00:00:00,1952,5 years 126 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1511632
1511641,A1838,3107/40/147 PART 11,China - Relations with India,1962 - 1962,1962,1962,Closed,Withheld pending adv,2015-05-06 00:00:00,Open with exception,33(1)(a),2017-02-06 00:00:00,642,1 years 277 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1511641
1511646,A1838,3107/40/147 PART 14,China - Relations with India,1962 - 1962,1962,1962,Closed,Withheld pending adv,2011-09-07 00:00:00,Open with exception,33(1)(a),2017-08-03 00:00:00,2157,5 years 331 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1511646
1512014,A1838,3107/38/1/3 PART 1,Australia - China relations - Annual review,1973 - 1994,1973,1994,Closed,Withheld pending adv,2011-06-14 00:00:00,Open with exception,33(1)(a),2017-03-10 00:00:00,2096,5 years 270 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1512014
1512470,A1838,3103/11/112 PART 4,Japan - Relations with Cambodia,1978 - 1979,1978,1979,Closed,Withheld pending adv,2010-09-22 00:00:00,Open with exception,33(1)(a),2017-11-22 00:00:00,2618,7 years 61 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1512470
1761610,A1838,720/5/18 PART 5,Atomic Energy Agency - Israel - Relations with Australia,1986 - 1987,1986,1987,Closed,MAKE YOUR SELECTION | Withheld pending adv,2016-05-03 00:00:00,Open with exception,33(1)(a),2017-08-23 00:00:00,477,1 years 112 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1761610
1761627,A1838,720/5/22 PART 7,Atomic energy - Australia - Relations with China,1984 - 1984,1984,1984,Closed,Withheld pending adv,2014-03-05 00:00:00,Open with exception,33(1)(a),2017-10-19 00:00:00,1324,3 years 228 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1761627
1761747,A1838,720/5/50 PART 7,Atomic Energy  - Australia - Relations with Iran,1979 - 1984,1979,1984,Closed,33(1)(a) | Withheld pending adv,2016-06-14 00:00:00,Open with exception,33(1)(a),2017-10-18 00:00:00,491,1 years 126 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1761747
1762040,A1838,1735/5/1,Law of the sea - 3rd conference - 2nd session - 1st Committee,1974 - 1975,1974,1975,Closed,Withheld pending adv,2016-07-13 00:00:00,Open,,2017-10-03 00:00:00,447,1 years 82 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1762040
1762044,A1838,1735/5/3 PART 1,Law of the sea - Third conference - Second session - Third Committee,1974 - 1984,1974,1984,Closed,Withheld pending adv,2016-07-13 00:00:00,Open,,2017-10-03 00:00:00,447,1 years 82 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1762044
1762045,A1838,1735/6/1 PART 1,Law of the sea - Third session - First Committee,1974 - 1975,1974,1975,Closed,Withheld pending adv,2016-07-13 00:00:00,Open,,2017-11-08 00:00:00,483,1 years 118 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1762045
1513496,A1838,3127/2/9/2 PART 2,Republic of Korea - Internal security - Dissident activities,1979 - 1980,1979,1980,Closed,Withheld pending adv,2014-01-10 00:00:00,Open with exception,33(1)(a),2017-01-17 00:00:00,1103,3 years 7 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1513496
1513655,A1838,3127/11/161 PART 14,Korea - Relations with USA,1976 - 1977,1976,1977,Closed,Withheld pending adv,2011-04-08 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-04-13 00:00:00,2197,6 years 6 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1513655
1513741,A1838,3125/10/1 PART 14,North Korea - Relations with Australia,1981 - 1982,1981,1982,Closed,Withheld pending adv,2014-02-06 00:00:00,Open with exception,33(1)(a) | 33(1)(g),2017-10-19 00:00:00,1351,3 years 255 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1513741
1513745,A1838,3127/1/1 PART 11,Korea - Internal and general - Republic of Korea economy,1981 - 1981,1981,1981,Closed,Withheld pending adv,2016-05-25 00:00:00,Open with exception,33(1)(a),2017-02-21 00:00:00,272,0 years 272 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1513745
1514072,A1838,3081/11/5/3/1 PART 87,Papua New Guinea - Bilateral relations - Papua New Guinea/Indonesia border,1985 - 1986,1985,1986,Closed,Withheld pending adv,2016-11-02 00:00:00,Open with exception,33(1)(a) | 33(1)(d) | 33(1)(e)(iii) | 33(1)(g) | Withheld pending adv,2017-11-29 00:00:00,392,1 years 27 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1514072
1514111,A1838,3081/11/6/1 PART 7,Papua New Guinea - Relations with USSR,1986 - 1987,1986,1987,Closed,Withheld pending adv,2017-01-04 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-11-23 00:00:00,323,0 years 323 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1514111
1514419,A1838,3004/12/17 PART 5,South East Asia - USSR representation - Interests and policy,1977 - 1978,1977,1978,Closed,Withheld pending adv,2016-03-15 00:00:00,Open with exception,33(1)(a),2017-01-19 00:00:00,310,0 years 310 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1514419
1514552,A1838,3000/2/9/1 PART 15,Australian policy towards Indo Chinese refugees,1978 - 1978,1978,1978,Closed,Withheld pending adv,2011-11-25 00:00:00,Open with exception,33(1)(a),2017-02-22 00:00:00,1916,5 years 90 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1514552
1871882,A1838,1628/1/17 PART 1,Treaty procedures - Australia - Treaty aspects of disapplication of Australian legalisation in Papua New Guinea,1974 - 1975,1974,1975,Closed,Withheld pending adv,2016-11-01 00:00:00,Open,,2017-06-02 00:00:00,213,0 years 213 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1871882
1872405,A1838,1738/2 PART 1,Antarctica - Ministerial cabinet/ministerial submissions,1975 - 1977,1975,1977,Closed,Withheld pending adv,2010-09-22 00:00:00,Open with exception,33(1)(a),2017-08-23 00:00:00,2527,6 years 336 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1872405
1872981,A1838,155/21/1 PART 17,Africa - General - Indian Ocean - Political,1983 - 1983,1983,1983,Closed,Withheld pending adv,2016-05-03 00:00:00,Open with exception,Withheld pending adv,2017-03-09 00:00:00,310,0 years 310 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1872981
1873077,A1838,175/10/1 PART 22,Israel - Political - Relations with Australia,1982 - 1982,1982,1982,Closed,Withheld pending adv,2015-08-03 00:00:00,Open with exception,33(1)(a) | 33(1)(d),2017-03-24 00:00:00,599,1 years 234 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1873077
1514693,A1838,3004/10/2 PART 2,South East Asia - Indo Chinese refugees - Australian policy,1979 - 1979,1979,1979,Closed,Withheld pending adv,2011-05-19 00:00:00,Open with exception,33(1)(j),2017-12-20 00:00:00,2407,6 years 216 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1514693
1514804,A1838,3005/11/52 PART 5,ASEAN - Relations with USSR,1980 - 1980,1980,1980,Closed,Withheld pending adv,2016-05-25 00:00:00,Open with exception,33(1)(a),2017-02-13 00:00:00,264,0 years 264 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1514804
1515538,A1838,3107/2/7 PART 8,China - Political - Summary of events - Savingrams from Hong Kong,1972 - 1973,1972,1973,Closed,Withheld pending adv,2012-03-20 00:00:00,Open with exception,33(1)(a),2017-07-06 00:00:00,1934,5 years 108 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1515538
1515553,A1838,3107/40/51/2 PART 1,China - Relations with Hong Kong,1973 - 1978,1973,1978,Closed,Withheld pending adv,2014-12-09 00:00:00,Open with exception,33(1)(a),2017-11-22 00:00:00,1079,2 years 349 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1515553
1515650,A1838,3107/12/5 PART 3,China - Social - General - Living conditions in country-side and city,1978 - 1985,1978,1985,Closed,Withheld pending adv,2015-02-25 00:00:00,Open with exception,33(1)(a),2017-01-10 00:00:00,685,1 years 320 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1515650
1874211,A1838,49/2/1/1 PART 15,Portugal - Foreign policy - Portuguese Timor,1983 - 1984,1983,1984,Closed,Withheld pending adv,2016-04-11 00:00:00,Open,,2017-02-16 00:00:00,311,0 years 311 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1874211
1874230,A1838,69/1/3 PART 94,USSR [Union of Soviet Socialist Republics] - Relations with Australia,1987 - 1987,1987,1987,Closed,Withheld pending adv,2016-05-16 00:00:00,Open with exception,33(1)(a),2017-02-07 00:00:00,267,0 years 267 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1874230
1875543,A1838,716/55/4/9/1 PART 1,Economic - Civil aviation - North Vietnam,1974 - 1986,1974,1986,Closed,Withheld pending adv,2011-04-29 00:00:00,Open with exception,33(1)(a),2017-02-24 00:00:00,2128,5 years 302 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1875543
1887573,A1838,3020/10/1/2 PART 1,North Vietnam - Relations with Australia - Australian statements,1972 - 1989,1972,1989,Closed,Withheld pending adv,2016-08-22 00:00:00,Open,,2017-10-11 00:00:00,415,1 years 50 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1887573
1516850,A1838,3015/1/1 PART 2,Provisional revolutionary government - Vietnam - Internal - General,1976 - 1981,1976,1981,Closed,Withheld pending adv,2016-11-01 00:00:00,Open with exception,33(1)(a),2017-05-19 00:00:00,199,0 years 199 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1516850
1516874,A1838,3015/7/3 PART 28,Republic of South Vietnam - Vietnamese refugees,1980 - 1981,1980,1981,Closed,Withheld pending adv,2011-08-09 00:00:00,Open with exception,33(1)(a),2017-01-30 00:00:00,2001,5 years 175 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1516874
1887662,A1838,3103/10/20/1 PART 22,Japan - Relations with Australia - Basic treaty of friendship and co-operation,1977 - 1988,1977,1988,Closed,Closed period | Withheld pending adv,2016-11-01 00:00:00,Open,,2017-11-22 00:00:00,386,1 years 21 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1887662
1887707,A1838,3107/2/23 PART 2,China - Political - General - Canadian material,1976 - 1988,1976,1988,Closed,Withheld pending adv,2016-04-11 00:00:00,Open with exception,33(1)(a),2017-02-24 00:00:00,319,0 years 319 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1887707
1887979,A1838,3125/10/3/3 PART 6,North Korea - Democratic Peoples Republic of Korea - Visitors to Australia,1983 - 1986,1983,1986,Closed,Withheld pending adv,2014-01-28 00:00:00,Open with exception,33(1)(a),2017-10-11 00:00:00,1352,3 years 256 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1887979
1901690,A1838,69/1/3 PART 90,USSR [Union of Soviet Socialist Republics] - Relations with Australia,1985 - 1986,1985,1986,Closed,Withheld pending adv,2016-05-16 00:00:00,Open with exception,33(1)(a) | 33(1)(d) | Withheld pending adv,2017-02-21 00:00:00,281,0 years 281 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1901690
1555598,A1838,720/5/44/3 PART 8,Australia - Euratom nuclear safeguards agreement - Negotiating history,1978 - 1979,1978,1979,Closed,Withheld pending adv,2016-04-18 00:00:00,Open with exception,Withheld pending adv,2017-10-25 00:00:00,555,1 years 190 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1555598
1555829,A1838,720/5/1/1/1 PART 4,United Kingdom - Safeguards agreement with Australia - Negotiating history,1978 - 1978,1978,1978,Closed,Withheld pending adv,2016-04-18 00:00:00,Open,,2017-11-02 00:00:00,563,1 years 198 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1555829
1555830,A1838,720/5/1/1/1 PART 5,United Kingdom - Safeguards agreement with Australia - Negotiating history,1978 - 1978,1978,1978,Closed,Withheld pending adv,2016-04-18 00:00:00,Open,,2017-10-24 00:00:00,554,1 years 189 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1555830
1555842,A1838,720/10/7/1 PART 2,AAEC [Australian Atomic Energy Commission] - Pollution of the seas from disposal of radio active waste includes London Dumping Convention,1978 - 1980,1978,1980,Closed,Withheld pending adv,2011-10-21 00:00:00,Open,,2017-03-09 00:00:00,1966,5 years 140 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1555842
271607,A1838,69/1/4/21 PART 1,USSR Relations with Pakistan,1949 - 1965,1949,1965,Closed,Withheld pending adv,2011-07-06 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-11-08 00:00:00,2317,6 years 126 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=271607
1559365,A1838,689/2/11 PART 2,Papua New Guinea defence status of foreign forces agreement - Foreign,1974 - 1974,1974,1974,Closed,Withheld pending adv,2016-05-30 00:00:00,Open,,2017-02-17 00:00:00,263,0 years 263 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1559365
1559489,A1838,696/1/19/1 PART 1,ANZUK withdrawal JPC position papers,1973 - 1973,1973,1973,Closed,Withheld pending adv,2011-07-11 00:00:00,Open,,2017-02-27 00:00:00,2058,5 years 232 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1559489
273254,A1838,169/11/87 PART 18,India - Relations with China.,1962 - 1962,1962,1962,Closed,33(1)(a) | Withheld pending adv,2011-09-13 00:00:00,Open with exception,33(1)(a),2017-01-16 00:00:00,1952,5 years 126 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=273254
273258,A1838,169/11/87 PART 13,India - Relations with Communist China.,1962 - 1962,1962,1962,Closed,Withheld pending adv,2011-09-19 00:00:00,Open with exception,33(1)(a),2017-01-13 00:00:00,1943,5 years 117 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=273258
273259,A1838,169/11/87 PART 15,India - Relations with China,1962 - 1962,1962,1962,Closed,Withheld pending adv,2011-09-13 00:00:00,Open with exception,33(1)(a),2017-01-16 00:00:00,1952,5 years 126 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=273259
273261,A1838,169/11/87 PART 17,India - Relations with China.,1962 - 1962,1962,1962,Closed,Withheld pending adv,2011-09-28 00:00:00,Open with exception,33(1)(a),2017-01-18 00:00:00,1939,5 years 113 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=273261
273265,A1838,169/11/128 PART 1,India - Relations with South Africa.,1948 - 1964,1948,1964,Closed,Withheld pending adv,2011-07-06 00:00:00,Open,,2017-10-24 00:00:00,2302,6 years 111 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=273265
277016,A1838,189/10/2 PART 2,Pakistan: Relations with Australia - Economic,1948 - 1963,1948,1963,Closed,Withheld pending adv,2015-08-06 00:00:00,Open,,2017-07-18 00:00:00,712,1 years 347 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=277016
1589515,A1838,277/1/1/14 PART 5,South Pacific - Australian interests - 11th South Pacific Forum - Tarawa 1980,1980 - 1981,1980,1981,Closed,Withheld pending adv,2011-10-18 00:00:00,Open,,2017-11-07 00:00:00,2212,6 years 21 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1589515
1591718,A1838,929/32/4/10 PART 6,Human rights - Countries - Korea,1984 - 1985,1984,1985,Closed,Withheld pending adv,2014-04-17 00:00:00,Open with exception,33(1)(a),2017-08-23 00:00:00,1224,3 years 128 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1591718
1604475,A1838,249/2/7 PART 3,El Salvador - Political - Human rights,1983 - 1983,1983,1983,Closed,Withheld pending adv,2014-01-30 00:00:00,Open with exception,33(1)(a) | 33(1)(b) | Withheld pending adv,2017-01-11 00:00:00,1077,2 years 347 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1604475
1605974,A1838,250/9/9/25 PART 1,United States of America - Australian relations - Visit of Vice-President Rockefeller to Australia,1975 - 1976,1975,1976,Closed,Withheld pending adv,2016-06-23 00:00:00,Open,,2017-12-21 00:00:00,546,1 years 181 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1605974
